Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood
The Queensway at Colbourne Lodge Dr,0,,,43.63958,-79.4593,,0,
The Queensway at Ellis Ave,0,,,43.63762,-79.4666,,0,
The Queensway at Ellis Ave East Side,0,,,43.63793,-79.4657,,0,
The Queensway at Ellis Ave West Side,0,,,43.63782,-79.467,,0,
The Queensway at Ellis Ave West Side,0,,,43.63768,-79.4672,,0,
The Queensway at Glendale Ave,0,,,43.6393,-79.4516,,0,
The Queensway at Glendale Ave - St Joseph's Health Centre,0,,,43.6393,-79.4511,,0,
The Queensway at Glendale Ave - St Joseph's Health Centre,0,,,43.63955,-79.4518,,0,
The Queensway at Glendale Ave East Side - St Joseph's Health,0,,,43.63917,-79.4508,,0,
The Queensway at Park Lawn Rd East Side,0,,,43.62914,-79.4892,,0,
The Queensway at Parkside Dr,0,,,43.63975,-79.4542,,0,
The Queensway at Parkside Dr,0,,,43.63967,-79.4539,,0,
The Queensway at South Kingsway,0,,,43.63581,-79.4729,,0,
The Queensway at South Kingsway,0,,,43.63623,-79.4729,,0,
The Queensway at South Kingsway,0,,,43.63566,-79.4734,,0,
The Queensway at South Kingsway,0,,,43.63582,-79.4731,,0,
The Queensway at Stephen Dr,0,,,43.63018,-79.4844,,0,
The Queensway at Stephen Dr,0,,,43.63052,-79.484,,0,
The Queensway at Windermere Ave,0,,,43.63704,-79.47,,0,
The Queensway at Windermere Ave East Side,0,,,43.63726,-79.4692,,0,
The Queensway at Windermere Ave West Side,0,,,43.63731,-79.4705,,0,
The Queensway at Windermere Ave West Side,0,,,43.63713,-79.4706,,0,
York St at Adelaide St West,0,,,43.64942,-79.3843,,0,
Broadview Ave at Danforth Ave,0,,,43.67634,-79.359,,0,
Broadview Ave at Danforth Ave,0,,,43.67605,-79.3586,,0,
Broadview Ave at Dundas St East,0,,,43.6626,-79.3515,,0,
Broadview Ave at Dundas St East,0,,,43.66225,-79.3512,,0,
Broadview Ave at Gerrard St East,0,,,43.66566,-79.3528,,0,
Broadview Ave at Gerrard St East,0,,,43.66527,-79.3524,,0,
Broadview Ave at Jack Layton Way,0,,,43.66648,-79.3531,,0,
Broadview Ave at Langley Ave-Bridgepoint Health Ctr,0,,,43.66808,-79.3533,,0,
Broadview Ave at Langley Ave-Bridgepoint Health Ctr,0,,,43.66766,-79.3533,,0,
Broadview Ave at Millbrook Cres,0,,,43.67214,-79.3552,,0,
Broadview Ave at Millbrook Cres,0,,,43.6719,-79.3547,,0,
Broadview Ave at Mountstephen St,0,,,43.6641,-79.3521,,0,
Broadview Ave at Mountstephen St,0,,,43.66394,-79.3519,,0,
Broadview Ave at Queen St East,0,,,43.65911,-79.35,,0,
Broadview Ave at Withrow Ave,0,,,43.66986,-79.3534,,0,
Broadview Ave at Withrow Ave,0,,,43.66964,-79.353,,0,
Broadview Ave at Wolfrey Ave,0,,,43.67446,-79.3573,,0,
Broadview Ave at Wolfrey Ave,0,,,43.67419,-79.3569,,0,
Cherry St at Front St East,0,,,43.65284,-79.3581,,0,
Cherry St at Front St East,0,,,43.65251,-79.3578,,0,
Distillery Loop,0,,,43.65086,-79.3568,,0,
Dufferin St at King St West,0,,,43.63868,-79.4272,,0,
Dufferin St at Liberty St,0,,,43.63695,-79.4265,,0,
Dufferin St at Liberty St,0,,,43.63741,-79.4269,,0,
Dufferin St at Springhurst Ave,0,,,43.63501,-79.4259,,0,
Dundas St West at Bloor St West,0,,,43.6561,-79.4523,,0,
Dundas St West at Bloor St West,0,,,43.65644,-79.4526,,0,
Edna Ave at Dundas St West,0,,,43.65713,-79.453,,0,
King St East at Church St East Side,0,,,43.64998,-79.3738,,0,
King St East at Church St West Side,0,,,43.64984,-79.375,,0,
King St East at Lower River St,0,,,43.65673,-79.3563,,0,
King St East at Ontario St,0,,,43.65186,-79.3659,,0,
King St East at Ontario St,0,,,43.65165,-79.3662,,0,
King St East at Parliament St,0,,,43.65291,-79.363,,0,
King St East at Parliament St,0,,,43.65256,-79.3634,,0,
King St East at River St,0,,,43.65708,-79.356,,0,
King St East at Sackville St,0,,,43.6546,-79.3602,,0,
King St East at Sackville St,0,,,43.6543,-79.3604,,0,
King St East at Sherbourne St,0,,,43.65135,-79.3681,,0,
King St East at Sherbourne St,0,,,43.65117,-79.3684,,0,
King St East at Sumach St,0,,,43.65566,-79.3583,,0,
King St East at Sumach St,0,,,43.65528,-79.3587,,0,
King St West at Atlantic Ave,0,,,43.64005,-79.4214,,0,
King St West at Bathurst St,0,,,43.64414,-79.4019,,0,
King St West at Bathurst St East Side,0,,,43.64399,-79.4018,,0,
King St West at Bay St East Side,0,,,43.64872,-79.3796,,0,
King St West at Bay St West Side,0,,,43.64862,-79.3806,,0,
King St West at Blue Jays Way East Side,0,,,43.6461,-79.3916,,0,
King St West at Dowling Ave,0,,,43.63677,-79.4384,,0,
King St West at Dowling Ave,0,,,43.63655,-79.4387,,0,
King St West at Dufferin St,0,,,43.63909,-79.427,,0,
King St West at Dufferin St,0,,,43.63882,-79.4275,,0,
King St West at Dunn Ave,0,,,43.63784,-79.4331,,0,
King St West at Dunn Ave,0,,,43.63765,-79.4334,,0,
King St West at Jameson Ave,0,,,43.63726,-79.4358,,0,
King St West at Jameson Ave,0,,,43.63708,-79.4362,,0,
King St West at Jarvis St East Side,0,,,43.65054,-79.3713,,0,
King St West at Jarvis St West Side,0,,,43.65039,-79.3725,,0,
King St West at Jefferson Ave,0,,,43.64007,-79.4221,,0,
King St West at Joe Shuster Way,0,,,43.6398,-79.4234,,0,
King St West at Joe Shuster Way,0,,,43.63959,-79.4237,,0,
King St West at John St East Side,0,,,43.64661,-79.3893,,0,
King St West at John St West Side,0,,,43.64654,-79.3902,,0,
King St West at Niagara St,0,,,43.64299,-79.4075,,0,
King St West at Niagara St,0,,,43.64281,-79.4078,,0,
King St West at Peter St,0,,,43.64612,-79.3922,,0,
King St West at Portland St,0,,,43.64453,-79.3999,,0,
King St West at Portland St East Side,0,,,43.64446,-79.3995,,0,
King St West at Queen St West,0,,,43.63854,-79.4458,,0,
King St West at Shaw St,0,,,43.64153,-79.4148,,0,
King St West at Shaw St,0,,,43.64131,-79.4152,,0,
King St West at Simcoe St - St. Andrew Station,0,,,43.64749,-79.386,,0,
King St West at Spadina Ave East Side,0,,,43.64551,-79.3943,,0,
King St West at Spadina Ave West Side,0,,,43.64537,-79.3958,,0,
King St West at Spencer Ave,0,,,43.63831,-79.4308,,0,
King St West at Spencer Ave,0,,,43.63813,-79.431,,0,
King St West at Strachan Ave,0,,,43.64213,-79.4118,,0,
King St West at Strachan Ave,0,,,43.64194,-79.4121,,0,
King St West at Sudbury St,0,,,43.64106,-79.4172,,0,
King St West at Sudbury St,0,,,43.64085,-79.4175,,0,
King St West at Tecumseth St,0,,,43.64349,-79.405,,0,
King St West at Tecumseth St,0,,,43.6433,-79.4054,,0,
King St West at University Ave East Side - St Andrew Station,0,,,43.64773,-79.3842,,0,
King St West at Wilson Park Rd,0,,,43.63703,-79.4425,,0,
King St West at Wilson Park Rd West Side,0,,,43.63703,-79.4421,,0,
King St West at Yonge St East Side - King Station,0,,,43.64923,-79.3773,,0,
King St West at Yonge St West Side - King Station,0,,,43.64906,-79.3786,,0,
Queen St East at Broadview Ave,0,,,43.65875,-79.3501,,0,
Queen St East at Carroll St,0,,,43.65842,-79.3521,,0,
Queen St East at Carroll St,0,,,43.6582,-79.3525,,0,
Roncesvalles Ave at Boustead Ave North Side,0,,,43.65317,-79.4515,,0,
Roncesvalles Ave at Boustead Ave South Side,0,,,43.65308,-79.4517,,0,
Roncesvalles Ave at Fermanagh Ave,0,,,43.64617,-79.4489,,0,
Roncesvalles Ave at Galley Ave,0,,,43.64298,-79.4478,,0,
Roncesvalles Ave at Garden Ave,0,,,43.64354,-79.4479,,0,
Roncesvalles Ave at Grenadier Rd,0,,,43.64864,-79.4499,,0,
Roncesvalles Ave at Grenadier Rd,0,,,43.64889,-79.4501,,0,
Roncesvalles Ave at High Park Blvd South Side,0,,,43.64592,-79.449,,0,
Roncesvalles Ave at Howard Park Ave,0,,,43.65116,-79.4508,,0,
Roncesvalles Ave at Howard Park Ave South Side,0,,,43.65094,-79.4509,,0,
Roncesvalles Ave at Marion St North Side,0,,,43.64143,-79.4471,,0,
Roncesvalles Ave at Marion St South Side,0,,,43.64065,-79.4469,,0,
Roncesvalles Ave at Queen St West,0,,,43.63893,-79.4463,,0,
Roncesvalles Ave at Queen St West North Side,0,,,43.63923,-79.4462,,0,
Broadview Ave at Danforth Ave,0,,,43.67605,-79.3586,,0,
Broadview Ave at Danforth Ave,0,,,43.67634,-79.359,,0,
Broadview Ave at Dundas St East,0,,,43.6626,-79.3515,,0,
Broadview Ave at Gerrard St East,0,,,43.66527,-79.3524,,0,
Broadview Ave at Gerrard St East,0,,,43.66566,-79.3528,,0,
Broadview Ave at Jack Layton Way,0,,,43.66648,-79.3531,,0,
Broadview Ave at Langley Ave-Bridgepoint Health Ctr,0,,,43.66766,-79.3533,,0,
Broadview Ave at Langley Ave-Bridgepoint Health Ctr,0,,,43.66808,-79.3533,,0,
Broadview Ave at Millbrook Cres,0,,,43.6719,-79.3547,,0,
Broadview Ave at Millbrook Cres,0,,,43.67214,-79.3552,,0,
Broadview Ave at Mountstephen St,0,,,43.66394,-79.3519,,0,
Broadview Ave at Mountstephen St,0,,,43.6641,-79.3521,,0,
Broadview Ave at Withrow Ave,0,,,43.66964,-79.353,,0,
Broadview Ave at Withrow Ave,0,,,43.66986,-79.3534,,0,
Broadview Ave at Wolfrey Ave,0,,,43.67419,-79.3569,,0,
Broadview Ave at Wolfrey Ave,0,,,43.67446,-79.3573,,0,
Broadview Station at Bay 6,0,,,43.67701,-79.3581,,0,
Dundas St East at Broadview Ave,0,,,43.66225,-79.3518,,0,
Dundas St East at Church St,0,,,43.65637,-79.3774,,0,
Dundas St East at Church St,0,,,43.65658,-79.377,,0,
Dundas St East at Jarvis St,0,,,43.65695,-79.3747,,0,
Dundas St East at Jarvis St,0,,,43.65716,-79.3744,,0,
Dundas St East at Ontario St,0,,,43.65875,-79.3687,,0,
Dundas St East at Ontario St,0,,,43.65896,-79.3684,,0,
Dundas St East at Parliament St,0,,,43.65928,-79.3663,,0,
Dundas St East at Parliament St,0,,,43.65951,-79.3659,,0,
Dundas St East at Regent Park Blvd,0,,,43.66025,-79.362,,0,
Dundas St East at Regent Park Blvd,0,,,43.66045,-79.3617,,0,
Dundas St East at River St,0,,,43.6611,-79.3583,,0,
Dundas St East at River St,0,,,43.66128,-79.358,,0,
Dundas St East at Sherbourne St,0,,,43.65822,-79.3713,,0,
Dundas St East at Sherbourne St,0,,,43.65841,-79.3709,,0,
Dundas St East at Yonge St - Dundas Station,0,,,43.65643,-79.3808,,0,
Dundas St West at Bathurst St - Toronto Western Hospital,0,,,43.65216,-79.4063,,0,
Dundas St West at Bathurst St - Toronto Western Hospital,0,,,43.65242,-79.4059,,0,
Dundas St West at Bay St,0,,,43.65558,-79.384,,0,
Dundas St West at Bay St,0,,,43.65585,-79.3835,,0,
Dundas St West at Beverley St,0,,,43.65371,-79.394,,0,
Dundas St West at Beverley St,0,,,43.65389,-79.3937,,0,
Dundas St West at Bloor St West,0,,,43.65644,-79.4526,,0,
Dundas St West at Bloor St West,0,,,43.6561,-79.4523,,0,
Dundas St West at Brock Ave,0,,,43.64985,-79.4357,,0,
Dundas St West at Brock Ave,0,,,43.64994,-79.4355,,0,
Dundas St West at Chestnut St,0,,,43.65514,-79.3861,,0,
Dundas St West at Chestnut St,0,,,43.65534,-79.3859,,0,
Dundas St West at Denison Ave,0,,,43.65194,-79.4024,,0,
Dundas St West at Denison Ave,0,,,43.65211,-79.4022,,0,
Dundas St West at Dovercourt Rd,0,,,43.64937,-79.4249,,0,
Dundas St West at Dovercourt Rd,0,,,43.64951,-79.4246,,0,
Dundas St West at Dufferin St,0,,,43.64959,-79.4316,,0,
Dundas St West at Dufferin St,0,,,43.64968,-79.4313,,0,
Dundas St West at Gladstone Ave,0,,,43.64952,-79.43,,0,
Dundas St West at Gladstone Ave,0,,,43.64963,-79.4296,,0,
Dundas St West at Grace St,0,,,43.65058,-79.4142,,0,
Dundas St West at Grace St,0,,,43.65078,-79.4138,,0,
Dundas St West at Howard Park Ave,0,,,43.65223,-79.4485,,0,
Dundas St West at Howard Park Ave,0,,,43.65192,-79.4475,,0,
Dundas St West at Lansdowne Ave,0,,,43.65011,-79.4401,,0,
Dundas St West at Lansdowne Ave,0,,,43.65021,-79.4395,,0,
Dundas St West at Lisgar St,0,,,43.64943,-79.4269,,0,
Dundas St West at Manning Ave,0,,,43.6512,-79.411,,0,
Dundas St West at Manning Ave,0,,,43.65138,-79.4108,,0,
Dundas St West at McCaul St,0,,,43.65422,-79.3916,,0,
Dundas St West at Ossington Ave,0,,,43.64927,-79.4209,,0,
Dundas St West at Ossington Ave,0,,,43.64943,-79.4205,,0,
Dundas St West at Roncesvalles Ave,0,,,43.65369,-79.4514,,0,
Dundas St West at Roncesvalles Ave East Side,0,,,43.65348,-79.4513,,0,
Dundas St West at Rusholme Rd,0,,,43.64954,-79.4266,,0,
Dundas St West at Shaw St,0,,,43.6497,-79.4185,,0,
Dundas St West at Shaw St,0,,,43.64991,-79.4181,,0,
Dundas St West at Sorauren Ave,0,,,43.65125,-79.4458,,0,
Dundas St West at Sorauren Ave,0,,,43.6512,-79.445,,0,
Dundas St West at Spadina Ave,0,,,43.65278,-79.3983,,0,
Dundas St West at Spadina Ave,0,,,43.65306,-79.3977,,0,
Dundas St West at St Patrick St,0,,,43.65457,-79.3901,,0,
Dundas St West at Sterling Rd,0,,,43.65063,-79.4433,,0,
Dundas St West at Sterling Rd,0,,,43.65068,-79.4428,,0,
Dundas St West at University Ave - St Patrick Station,0,,,43.65468,-79.3887,,0,
Dundas St West at University Ave - St Patrick Station,0,,,43.65492,-79.3878,,0,
Dundas St West at Yonge St - Dundas Station,0,,,43.65619,-79.3812,,0,
Dundas West Station at Bay 5,0,,,43.6567,-79.4535,,0,
Edna Ave at Dundas St West,0,,,43.65713,-79.453,,0,
Carlton St at Church St,0,,,43.66172,-79.3796,,0,
Carlton St at Church St,0,,,43.66198,-79.3792,,0,
Carlton St at Jarvis St,0,,,43.66231,-79.3768,,0,
Carlton St at Jarvis St,0,,,43.66251,-79.3766,,0,
Carlton St at Ontario St,0,,,43.66362,-79.3706,,0,
Carlton St at Ontario St,0,,,43.66382,-79.3704,,0,
Carlton St at Parliament St,0,,,43.66414,-79.3682,,0,
Carlton St at Sherbourne St,0,,,43.66307,-79.3732,,0,
Carlton St at Sherbourne St,0,,,43.66329,-79.3729,,0,
Carlton St at Yonge St - College Station,0,,,43.66144,-79.3829,,0,
College St at Augusta Ave,0,,,43.65724,-79.4033,,0,
College St at Augusta Ave,0,,,43.65749,-79.4031,,0,
College St at Bathurst St,0,,,43.65634,-79.4078,,0,
College St at Bathurst St,0,,,43.65657,-79.4073,,0,
College St at Bay St,0,,,43.66067,-79.3862,,0,
College St at Bay St,0,,,43.66092,-79.3856,,0,
College St at Beverley St,0,,,43.65855,-79.3964,,0,
College St at Borden St,0,,,43.65686,-79.4053,,0,
College St at Borden St,0,,,43.65706,-79.405,,0,
College St at Brock Ave,0,,,43.6517,-79.4365,,0,
College St at Brock Ave,0,,,43.65188,-79.4362,,0,
College St at Crawford St,0,,,43.65505,-79.4191,,0,
College St at Crawford St,0,,,43.65523,-79.4189,,0,
College St at Dovercourt Rd,0,,,43.65351,-79.4265,,0,
College St at Dovercourt Rd,0,,,43.65369,-79.4263,,0,
College St at Dufferin St,0,,,43.6525,-79.4327,,0,
College St at Dufferin St,0,,,43.65264,-79.4324,,0,
College St at Elizabeth St,0,,,43.66039,-79.3876,,0,
College St at Elizabeth St,0,,,43.66062,-79.3873,,0,
College St at Euclid Ave,0,,,43.6556,-79.4115,,0,
College St at Euclid Ave,0,,,43.65582,-79.4113,,0,
College St at Grace St,0,,,43.6549,-79.4158,,0,
College St at Grace St,0,,,43.65499,-79.4154,,0,
College St at Havelock St,0,,,43.65305,-79.4293,,0,
College St at Lansdowne Ave,0,,,43.65068,-79.4402,,0,
College St at Lansdowne Ave,0,,,43.65117,-79.4399,,0,
College St at McCaul St,0,,,43.65906,-79.3937,,0,
College St at McCaul St,0,,,43.65932,-79.3933,,0,
College St at Ossington Ave,0,,,43.65426,-79.4229,,0,
College St at Ossington Ave,0,,,43.65448,-79.4226,,0,
College St at Queens Park (Queen's Park Station),0,,,43.66,-79.3901,,0,
College St at Rusholme Park Cres,0,,,43.65282,-79.4298,,0,
College St at Spadina Ave,0,,,43.65786,-79.4004,,0,
College St at Spadina Ave,0,,,43.65801,-79.3996,,0,
College St at St George St,0,,,43.6588,-79.3957,,0,
College St at University Ave (Queen's Park Station,0,,,43.6597,-79.3908,,0,
College St at Yonge St - College Station,0,,,43.66126,-79.3832,,0,
Coxwell Ave at Gerrard St East,0,,,43.6751,-79.3201,,0,
Coxwell Ave at Lower Gerrard St East,0,,,43.67309,-79.3194,,0,
Dundas St West at Howard Park Ave,0,,,43.65192,-79.4475,,0,
Dundas St West at Sorauren Ave,0,,,43.65125,-79.4458,,0,
Dundas St West at Sorauren Ave,0,,,43.6512,-79.445,,0,
Dundas St West at Sterling Rd,0,,,43.65063,-79.4433,,0,
Dundas St West at Sterling Rd,0,,,43.65068,-79.4428,,0,
Gerrard St East at Bowmore Rd,0,,,43.67793,-79.3151,,0,
Gerrard St East at Bowmore Rd,0,,,43.67819,-79.3149,,0,
Gerrard St East at Coxwell Ave,0,,,43.67566,-79.3198,,0,
Gerrard St East at Glenmount Park Rd,0,,,43.68255,-79.3062,,0,
Gerrard St East at Glenmount Park Rd,0,,,43.68277,-79.3058,,0,
Gerrard St East at Golfview Ave,0,,,43.68165,-79.3089,,0,
Gerrard St East at Golfview Ave,0,,,43.68209,-79.3083,,0,
Gerrard St East at Kingsmount Park Rd,0,,,43.67945,-79.313,,0,
Gerrard St East at Kingsmount Park Rd,0,,,43.67986,-79.3127,,0,
Gerrard St East at Main St,0,,,43.68384,-79.3004,,0,
Gerrard St East at Norwood Rd,0,,,43.68324,-79.3032,,0,
Gerrard St East at Norwood Rd,0,,,43.68346,-79.3027,,0,
Gerrard St East at Woodbine Ave,0,,,43.68064,-79.3108,,0,
Gerrard St East at Woodbine Ave,0,,,43.68092,-79.3106,,0,
Gerrard St East at Alton Ave,0,,,43.67022,-79.3308,,0,
Gerrard St East at Ashdale Ave,0,,,43.67239,-79.3217,,0,
Gerrard St East at Beaton Ave,0,,,43.67605,-79.3171,,0,
Gerrard St East at Beaton Ave,0,,,43.67628,-79.3169,,0,
Gerrard St East at Blackburn St,0,,,43.66467,-79.3554,,0,
Gerrard St East at Broadview Ave,0,,,43.66538,-79.3529,,0,
Gerrard St East at Broadview Ave,0,,,43.66555,-79.3524,,0,
Gerrard St East at Carlaw Ave,0,,,43.66749,-79.343,,0,
Gerrard St East at Carlaw Ave,0,,,43.66772,-79.3426,,0,
Gerrard St East at Coxwell Ave,0,,,43.67275,-79.3196,,0,
Gerrard St East at De Grassi St,0,,,43.66621,-79.3488,,0,
Gerrard St East at De Grassi St,0,,,43.66641,-79.3484,,0,
Gerrard St East at Greenwood Ave,0,,,43.6708,-79.3282,,0,
Gerrard St East at Greenwood Ave,0,,,43.671,-79.3278,,0,
Gerrard St East at Jones Ave,0,,,43.66909,-79.3358,,0,
Gerrard St East at Jones Ave,0,,,43.66933,-79.3354,,0,
Gerrard St East at Leslie St,0,,,43.66966,-79.3333,,0,
Gerrard St East at Leslie St,0,,,43.66988,-79.3329,,0,
Gerrard St East at Logan Ave,0,,,43.66698,-79.3453,,0,
Gerrard St East at Logan Ave,0,,,43.66716,-79.3451,,0,
Gerrard St East at Marjory Ave,0,,,43.66868,-79.3376,,0,
Gerrard St East at Marjory Ave,0,,,43.66886,-79.3374,,0,
Gerrard St East at Pape Ave,0,,,43.66805,-79.3405,,0,
Gerrard St East at Pape Ave,0,,,43.66823,-79.3402,,0,
Gerrard St East at Parliament St,0,,,43.66207,-79.3667,,0,
Gerrard St East at Prust Ave,0,,,43.67045,-79.3303,,0,
Gerrard St East at River St,0,,,43.66356,-79.3593,,0,
Gerrard St East at River St,0,,,43.66382,-79.359,,0,
Gerrard St East at Sackville St,0,,,43.66251,-79.3641,,0,
Gerrard St East at Sackville St,0,,,43.66269,-79.3639,,0,
Gerrard St East at St Matthews Rd,0,,,43.66493,-79.3549,,0,
Gerrard St East at Sumach St,0,,,43.66306,-79.3616,,0,
Gerrard St East at Sumach St,0,,,43.66327,-79.3613,,0,
Gerrard St East at Woodfield Rd,0,,,43.67168,-79.3242,,0,
Gerrard St East at Woodfield Rd,0,,,43.67195,-79.3237,,0,
High Park Loop,0,,,43.64783,-79.4581,,0,
Howard Park Ave at Dundas St West,0,,,43.65197,-79.4483,,0,
Howard Park Ave at Indian Rd,0,,,43.65056,-79.4551,,0,
Howard Park Ave at Indian Rd,0,,,43.65076,-79.4549,,0,
Howard Park Ave at Parkside Dr,0,,,43.64916,-79.4575,,0,
Howard Park Ave at Parkside Dr East Side,0,,,43.64905,-79.4574,,0,
Howard Park Ave at Roncesvalles Ave,0,,,43.65143,-79.4512,,0,
Howard Park Ave at Roncesvalles Ave,0,,,43.65159,-79.4508,,0,
Main St at Danforth Ave,0,,,43.68804,-79.3016,,0,
Main St at Danforth Ave,0,,,43.6883,-79.302,,0,
Main St at Gerrard St East,0,,,43.68418,-79.3002,,0,
Main Street Station at Bay 7,0,,,43.68886,-79.3018,,0,
Parliament St at Carlton St,0,,,43.66391,-79.3677,,0,
Parliament St at Gerrard St East,0,,,43.66205,-79.3672,,0,
1138 Bathurst St,3,,,43.67537,-79.4153,,0,
4600 Bathurst St,3,,,43.7626,-79.4404,,0,
4979 Bathurst St,3,,,43.77562,-79.4433,,0,
5720 Bathurst St,3,,,43.77769,-79.4441,,0,
6030 Bathurst St,3,,,43.78765,-79.4466,,0,
6101 Bathurst St,3,,,43.78744,-79.4462,,0,
Bathurst St at Alcina Ave,3,,,43.68017,-79.4172,,0,
Bathurst St at Antibes Dr,3,,,43.78123,-79.445,,0,
Bathurst St at Ava Rd,3,,,43.69802,-79.4245,,0,
Bathurst St at Ava Rd,3,,,43.69785,-79.4242,,0,
Bathurst St at Bainbridge Ave,3,,,43.75091,-79.4375,,0,
Bathurst St at Bainbridge Ave,3,,,43.75065,-79.4372,,0,
Bathurst St at Bannockburn Ave,3,,,43.73119,-79.4324,,0,
Bathurst St at Barton Ave,3,,,43.66802,-79.4122,,0,
Bathurst St at Baycrest Ave,3,,,43.72971,-79.4323,,0,
Bathurst St at Baycrest Ave,3,,,43.72952,-79.432,,0,
Bathurst St at Bloor St West,3,,,43.66524,-79.4113,,0,
Bathurst St at Bloor St West,3,,,43.66501,-79.4111,,0,
Bathurst St at Blue Flag Gate,3,,,43.76865,-79.4419,,0,
Bathurst St at Briar Hill Ave,3,,,43.70802,-79.4272,,0,
Bathurst St at Briar Hill Ave,3,,,43.70775,-79.4269,,0,
Bathurst St at Bridgman Ave,3,,,43.67499,-79.415,,0,
Bathurst St at Burton Rd,3,,,43.69177,-79.4217,,0,
Bathurst St at Caribou Rd,3,,,43.71753,-79.4293,,0,
Bathurst St at Carr St,3,,,43.6486,-79.4044,,0,
Bathurst St at Carscadden Dr,3,,,43.76555,-79.4411,,0,
Bathurst St at Cedarcroft Blvd South Side,3,,,43.78351,-79.4456,,0,
Bathurst St at Claxton Blvd South Side,3,,,43.68663,-79.4198,,0,
Bathurst St at Codsell Ave,3,,,43.75872,-79.4394,,0,
Bathurst St at Codsell Ave,3,,,43.7584,-79.439,,0,
Bathurst St at College St,3,,,43.65663,-79.4079,,0,
Bathurst St at College St,3,,,43.65624,-79.4075,,0,
Bathurst St at Covington Rd,3,,,43.72114,-79.4303,,0,
Bathurst St at Danby Ave,3,,,43.74918,-79.4371,,0,
Bathurst St at Davenport Rd,3,,,43.67705,-79.4158,,0,
Bathurst St at Davenport Rd,3,,,43.67651,-79.4156,,0,
Bathurst St at Dell Park Ave South Side,3,,,43.7173,-79.4294,,0,
Bathurst St at Dewlane Dr,3,,,43.78586,-79.4458,,0,
Bathurst St at Douglas Ave,3,,,43.72071,-79.43,,0,
Bathurst St at Drewry Ave,3,,,43.78092,-79.4447,,0,
Bathurst St at Dundas St West - Toronto Western Hospital,3,,,43.65248,-79.4062,,0,
Bathurst St at Dundas St West - Toronto Western Hospital,3,,,43.65218,-79.4059,,0,
Bathurst St at Dupont St,3,,,43.67324,-79.4145,,0,
Bathurst St at Dupont St,3,,,43.67305,-79.4142,,0,
Bathurst St at Eglinton Ave West,3,,,43.70111,-79.4257,,0,
Bathurst St at Eglinton Ave West North Side,3,,,43.70145,-79.4255,,0,
Bathurst St at Elderwood Dr,3,,,43.69516,-79.4231,,0,
Bathurst St at Ellerslie Ave North Side,3,,,43.76591,-79.4408,,0,
Bathurst St at Elm Ridge Dr,3,,,43.7054,-79.4265,,0,
Bathurst St at Fairlawn Ave,3,,,43.72469,-79.4309,,0,
Bathurst St at Finch Ave West,3,,,43.77362,-79.4427,,0,
Bathurst St at Finch Ave West South Side,3,,,43.77339,-79.4431,,0,
Bathurst St at Fisherville Rd,3,,,43.79026,-79.4458,,0,
Bathurst St at Fort York Blvd,3,,,43.63895,-79.4008,,0,
Bathurst St at Glencairn Ave,3,,,43.71248,-79.4283,,0,
Bathurst St at Glencairn Ave,3,,,43.71225,-79.428,,0,
Bathurst St at Glengrove Ave,3,,,43.71435,-79.4287,,0,
Bathurst St at Glengrove Ave,3,,,43.71411,-79.4284,,0,
Bathurst St at Greenwin Village Rd,3,,,43.79069,-79.4452,,0,
Bathurst St at Harbord St,3,,,43.66161,-79.4099,,0,
Bathurst St at Harbord St,3,,,43.66142,-79.4096,,0,
Bathurst St at Horsham Ave,3,,,43.76845,-79.4415,,0,
Bathurst St at Invermay Ave,3,,,43.74162,-79.4352,,0,
Bathurst St at Invermay Ave,3,,,43.7414,-79.4349,,0,
Bathurst St at Joicey Blvd,3,,,43.73383,-79.4331,,0,
Bathurst St at King St West,3,,,43.64406,-79.4029,,0,
Bathurst St at King St West,3,,,43.6438,-79.4025,,0,
Bathurst St at Laurelcrest Ave,3,,,43.74451,-79.4359,,0,
Bathurst St at Lawrence Ave West,3,,,43.71911,-79.4296,,0,
Bathurst St at Lawrence Ave West South Side,3,,,43.71883,-79.4298,,0,
Bathurst St at Lennox St,3,,,43.6639,-79.4108,,0,
Bathurst St at Lennox St,3,,,43.66373,-79.4105,,0,
Bathurst St at Lonsdale Rd,3,,,43.68686,-79.4197,,0,
Bathurst St at Lyonsgate Dr,3,,,43.7429,-79.4355,,0,
Bathurst St at Lytton Blvd,3,,,43.71038,-79.4275,,0,
Bathurst St at Marquette Ave,3,,,43.7342,-79.4333,,0,
Bathurst St at Mascot Pl,3,,,43.77048,-79.4423,,0,
Bathurst St at Mcallister Rd North Side,3,,,43.75351,-79.4378,,0,
Bathurst St at Melrose Ave,3,,,43.72724,-79.4315,,0,
Bathurst St at Nassau St - Toronto Western Hospital,3,,,43.65435,-79.4069,,0,
Bathurst St at Nassau St - Toronto Western Hospital,3,,,43.65472,-79.4069,,0,
Bathurst St at Neptune Dr,3,,,43.73162,-79.4327,,0,
Bathurst St at Niagara St,3,,,43.64201,-79.402,,0,
Bathurst St at Niagara St,3,,,43.64171,-79.4017,,0,
Bathurst St at Nina St,3,,,43.67972,-79.4169,,0,
Bathurst St at Olive Ave,3,,,43.67038,-79.4134,,0,
Bathurst St at Patricia Ave North Side,3,,,43.78418,-79.4454,,0,
Bathurst St at Prince Charles Dr South Side,3,,,43.72452,-79.4311,,0,
